,class
22721,GALAXY
36261,GALAXY
30182,STAR
90022,GALAXY
90308,QSO
88183,GALAXY
7802,QSO
14329,GALAXY
34552,GALAXY
13694,STAR
17073,GALAXY
41783,GALAXY
69632,STAR
21387,GALAXY
44044,GALAXY
48930,GALAXY
96953,GALAXY
68372,GALAXY
75798,QSO
71269,STAR
88852,GALAXY
85876,QSO
13679,STAR
74167,GALAXY
1106,GALAXY
7785,GALAXY
23098,GALAXY
84780,GALAXY
86086,GALAXY
26868,GALAXY
96494,STAR
59976,QSO
94985,GALAXY
36791,GALAXY
62997,GALAXY
70165,GALAXY
33605,GALAXY
79252,GALAXY
42579,STAR
78276,GALAXY
74391,GALAXY
38586,GALAXY
54231,QSO
91526,STAR
70492,GALAXY
93515,QSO
74902,QSO
18352,GALAXY
61319,GALAXY
47248,QSO
97220,QSO
30703,GALAXY
41243,STAR
61308,STAR
72859,STAR
78808,GALAXY
32842,GALAXY
60208,GALAXY
22493,GALAXY
37339,GALAXY
25355,GALAXY
11172,QSO
65946,GALAXY
21778,GALAXY
5349,GALAXY
53509,GALAXY
30387,QSO
64779,QSO
44453,GALAXY
97148,GALAXY
64224,QSO
95336,GALAXY
40422,STAR
13755,GALAXY
75688,GALAXY
61119,STAR
9163,GALAXY
40617,STAR
66402,QSO
58247,GALAXY
95613,STAR
49086,GALAXY
29210,GALAXY
53166,STAR
19243,STAR
56714,STAR
71260,QSO
52000,GALAXY
38078,GALAXY
81024,GALAXY
15535,GALAXY
11854,STAR
67823,GALAXY
4983,GALAXY
21216,GALAXY
27469,QSO
15449,STAR
86728,GALAXY
70621,STAR
22372,STAR
50433,GALAXY
58637,STAR
12174,STAR
23148,GALAXY
31391,GALAXY
46674,GALAXY
93604,QSO
55603,GALAXY
63597,GALAXY
85406,GALAXY
70374,QSO
8918,GALAXY
42743,GALAXY
93951,QSO
34538,GALAXY
77954,STAR
25697,GALAXY
98556,STAR
96236,QSO
2376,STAR
62157,GALAXY
92583,GALAXY
71055,QSO
25050,GALAXY
618,QSO
85278,GALAXY
63404,GALAXY
19657,STAR
81496,GALAXY
98665,GALAXY
88426,GALAXY
35886,GALAXY
85873,STAR
27949,STAR
17575,GALAXY
91210,GALAXY
91228,GALAXY
13333,QSO
57699,QSO
44880,GALAXY
76871,GALAXY
57499,GALAXY
9347,QSO
34787,GALAXY
5572,STAR
36268,GALAXY
49718,STAR
71935,QSO
3831,GALAXY
37207,GALAXY
85044,GALAXY
86070,GALAXY
18695,GALAXY
78862,GALAXY
8853,GALAXY
3025,GALAXY
84401,GALAXY
23356,GALAXY
75436,GALAXY
48035,QSO
89827,GALAXY
67871,GALAXY
4215,STAR
94678,STAR
54447,STAR
23010,STAR
84181,GALAXY
23979,GALAXY
73816,GALAXY
5461,QSO
36293,GALAXY
40254,GALAXY
68704,GALAXY
25846,QSO
34649,STAR
40190,GALAXY
27497,GALAXY
28655,STAR
69179,QSO
89373,GALAXY
71286,QSO
56689,GALAXY
86002,STAR
82106,STAR
89338,GALAXY
72655,GALAXY
99187,STAR
59999,GALAXY
59242,STAR
17909,GALAXY
39754,GALAXY
20742,QSO
52711,GALAXY
40101,QSO
83312,QSO
80513,STAR
24257,GALAXY
92924,QSO
68422,QSO
29795,GALAXY
69724,GALAXY
85031,GALAXY
19410,QSO
96993,GALAXY
77916,STAR
2138,GALAXY
37826,GALAXY
17682,GALAXY
50916,STAR
63024,STAR
83185,GALAXY
16226,QSO
11844,GALAXY
72324,GALAXY
99608,GALAXY
3378,STAR
42778,GALAXY
57939,STAR
79980,GALAXY
50040,GALAXY
50461,GALAXY
42039,QSO
68545,STAR
89337,GALAXY
57854,GALAXY
90984,QSO
48570,QSO
7530,GALAXY
57830,GALAXY
29348,GALAXY
7618,GALAXY
28382,GALAXY
94110,STAR
48953,QSO
13596,STAR
6937,GALAXY
70481,GALAXY
84349,STAR
33810,GALAXY
50251,GALAXY
23896,GALAXY
53122,GALAXY
93550,GALAXY
30835,STAR
76849,GALAXY
76184,QSO
37872,GALAXY
12849,GALAXY
32125,GALAXY
56031,GALAXY
60168,STAR
31866,GALAXY
69495,STAR
33823,GALAXY
60919,GALAXY
44122,STAR
43901,QSO
51249,GALAXY
91341,GALAXY
96292,STAR
67658,STAR
35835,GALAXY
93815,GALAXY
63570,STAR
75846,GALAXY
39780,GALAXY
49456,GALAXY
20469,GALAXY
94901,STAR
25995,STAR
78875,GALAXY
68006,GALAXY
62971,QSO
23136,STAR
74086,GALAXY
25704,GALAXY
33838,QSO
58831,GALAXY
42236,GALAXY
65276,GALAXY
13505,STAR
29220,QSO
6005,QSO
59565,GALAXY
95152,GALAXY
10585,GALAXY
30640,STAR
98178,GALAXY
79178,GALAXY
86382,STAR
65797,QSO
66308,GALAXY
29243,GALAXY
60823,GALAXY
45050,GALAXY
50581,GALAXY
6880,GALAXY
20061,QSO
56905,GALAXY
87889,STAR
10620,GALAXY
39627,GALAXY
6401,QSO
43601,GALAXY
99553,STAR
13463,GALAXY
73434,QSO
32184,STAR
31493,STAR
40673,STAR
59832,GALAXY
55427,STAR
1217,STAR
21427,QSO
75369,GALAXY
31175,QSO
16072,GALAXY
58773,STAR
33097,STAR
57627,GALAXY
68033,STAR
19871,GALAXY
22503,STAR
51479,GALAXY
15988,STAR
72400,GALAXY
48537,QSO
28685,GALAXY
71845,QSO
2173,STAR
58244,GALAXY
38775,GALAXY
86417,QSO
45990,STAR
98846,GALAXY
69561,STAR
75719,GALAXY
87716,STAR
2617,GALAXY
69391,GALAXY
25391,QSO
45699,GALAXY
99701,GALAXY
38426,GALAXY
46096,GALAXY
84875,GALAXY
33414,GALAXY
34914,GALAXY
2960,GALAXY
45931,STAR
71157,GALAXY
67997,QSO
87426,GALAXY
8159,GALAXY
68553,STAR
79929,GALAXY
6446,GALAXY
52023,GALAXY
61218,GALAXY
17423,GALAXY
91364,GALAXY
44394,GALAXY
92606,QSO
5219,GALAXY
29114,GALAXY
48578,GALAXY
23541,STAR
59465,QSO
20985,GALAXY
67966,GALAXY
33448,STAR
17077,QSO
72018,STAR
79605,GALAXY
47468,QSO
79832,STAR
89759,STAR
1024,GALAXY
91467,STAR
83784,STAR
23112,QSO
98083,GALAXY
39099,GALAXY
18637,STAR
25965,QSO
96755,GALAXY
11508,GALAXY
1747,GALAXY
11436,QSO
99524,STAR
17026,GALAXY
24229,QSO
73414,GALAXY
86838,GALAXY
95237,QSO
69482,GALAXY
40764,GALAXY
44335,QSO
29250,GALAXY
17361,GALAXY
77572,STAR
96320,GALAXY
44952,STAR
81002,QSO
64216,GALAXY
58699,QSO
20916,QSO
5881,GALAXY
51099,GALAXY
24149,GALAXY
61631,GALAXY
89359,GALAXY
26305,STAR
11398,STAR
3440,QSO
11624,GALAXY
67989,GALAXY
8233,GALAXY
6848,QSO
85134,STAR
67360,GALAXY
47110,STAR
14889,GALAXY
39819,GALAXY
28285,STAR
63503,GALAXY
7873,GALAXY
14656,GALAXY
3432,QSO
81918,GALAXY
90560,GALAXY
40542,GALAXY
40609,GALAXY
98486,GALAXY
15872,QSO
13632,GALAXY
24052,GALAXY
5591,GALAXY
1431,GALAXY
53970,STAR
65986,GALAXY
63749,GALAXY
40908,GALAXY
45066,GALAXY
51007,QSO
21753,STAR
96239,STAR
23594,QSO
81399,STAR
38763,GALAXY
11281,GALAXY
25478,QSO
51148,STAR
57761,GALAXY
60656,GALAXY
91486,GALAXY
64389,QSO
92914,STAR
52020,GALAXY
84578,GALAXY
96741,GALAXY
6255,GALAXY
95203,GALAXY
5014,QSO
50119,STAR
1610,QSO
99876,STAR
82151,STAR
45207,GALAXY
38036,GALAXY
53186,QSO
32706,GALAXY
42663,QSO
30828,GALAXY
65181,GALAXY
7539,QSO
65711,GALAXY
40389,GALAXY
30114,GALAXY
73350,GALAXY
98026,QSO
45211,GALAXY
18857,GALAXY
5035,GALAXY
20213,STAR
46033,STAR
30311,GALAXY
91491,GALAXY
39935,GALAXY
83103,STAR
40845,GALAXY
99700,QSO
92948,GALAXY
26406,STAR
36514,GALAXY
39776,GALAXY
24459,QSO
50003,GALAXY
42061,GALAXY
53580,GALAXY
11485,GALAXY
87787,STAR
97423,GALAXY
84374,GALAXY
95493,GALAXY
31075,QSO
24217,STAR
2765,GALAXY
60632,GALAXY
20209,QSO
40689,STAR
20440,GALAXY
68980,GALAXY
75966,GALAXY
99867,STAR
81301,QSO
59497,STAR
61172,GALAXY
38303,GALAXY
21580,GALAXY
40058,GALAXY
75533,GALAXY
97164,GALAXY
70700,GALAXY
14338,QSO
35993,QSO
82352,GALAXY
97173,GALAXY
81507,GALAXY
71922,GALAXY
47981,GALAXY
22442,STAR
9851,GALAXY
61847,GALAXY
59061,STAR
85236,GALAXY
17653,GALAXY
33069,QSO
27463,GALAXY
24840,GALAXY
28811,STAR
77141,GALAXY
8170,GALAXY
67796,GALAXY
76830,QSO
53962,GALAXY
99751,QSO
50172,GALAXY
1738,QSO
43646,GALAXY
83823,QSO
40451,GALAXY
52957,STAR
9355,STAR
62411,GALAXY
10539,GALAXY
32497,QSO
85869,GALAXY
49521,GALAXY
40282,GALAXY
15633,GALAXY
60436,GALAXY
92710,STAR
82915,GALAXY
26500,QSO
52748,GALAXY
70590,STAR
75414,STAR
70460,GALAXY
18188,GALAXY
60388,GALAXY
46821,GALAXY
41824,STAR
96839,GALAXY
53569,GALAXY
73164,GALAXY
16067,STAR
54933,QSO
35998,GALAXY
97207,QSO
51035,STAR
7464,GALAXY
17347,STAR
31209,GALAXY
91202,STAR
58364,GALAXY
93584,GALAXY
85369,STAR
6572,GALAXY
56915,GALAXY
51957,GALAXY
12794,GALAXY
95903,QSO
77204,GALAXY
92224,GALAXY
40888,GALAXY
92957,GALAXY
89287,GALAXY
65003,STAR
56393,GALAXY
98517,QSO
36781,QSO
62079,GALAXY
17883,GALAXY
20453,GALAXY
87794,QSO
47541,STAR
95217,STAR
51936,STAR
80007,GALAXY
85200,QSO
82705,GALAXY
32110,STAR
35847,GALAXY
58802,STAR
47908,GALAXY
15077,QSO
89101,STAR
74204,GALAXY
21556,GALAXY
60741,GALAXY
88080,STAR
3425,QSO
12263,STAR
27179,GALAXY
98833,STAR
77277,STAR
25313,GALAXY
62821,GALAXY
42231,GALAXY
1958,GALAXY
83032,QSO
38563,GALAXY
21694,QSO
19120,QSO
93036,GALAXY
40599,GALAXY
67960,QSO
94617,GALAXY
86773,QSO
59143,STAR
98550,QSO
34628,STAR
31171,GALAXY
16952,GALAXY
46276,QSO
5679,GALAXY
53934,GALAXY
42734,GALAXY
17286,GALAXY
61503,QSO
74681,STAR
10583,STAR
35022,GALAXY
58715,GALAXY
47815,STAR
5113,QSO
56362,GALAXY
32746,QSO
52930,GALAXY
90803,GALAXY
87287,GALAXY
67113,GALAXY
85232,GALAXY
27038,QSO
78132,GALAXY
30267,QSO
5214,STAR
60783,GALAXY
82961,GALAXY
89139,GALAXY
93732,GALAXY
3137,GALAXY
55278,GALAXY
52436,QSO
15156,GALAXY
53187,GALAXY
84078,GALAXY
19301,GALAXY
61168,STAR
55687,GALAXY
46673,GALAXY
37764,GALAXY
92641,GALAXY
11065,GALAXY
68543,QSO
88211,STAR
87042,GALAXY
69664,STAR
41921,STAR
4362,QSO
92204,GALAXY
67364,GALAXY
51746,GALAXY
704,GALAXY
15595,GALAXY
57395,STAR
73420,QSO
24722,GALAXY
2344,STAR
54161,GALAXY
86966,GALAXY
29587,GALAXY
58022,GALAXY
25058,STAR
28965,GALAXY
83761,GALAXY
53376,GALAXY
68332,GALAXY
4967,STAR
76089,GALAXY
83115,GALAXY
74188,GALAXY
10255,GALAXY
5892,GALAXY
15554,GALAXY
35193,GALAXY
65034,GALAXY
30766,STAR
63394,QSO
62897,GALAXY
94722,GALAXY
41751,STAR
43049,GALAXY
36752,GALAXY
91937,GALAXY
23906,STAR
19005,GALAXY
83959,STAR
77514,STAR
1876,GALAXY
78852,GALAXY
88193,STAR
9631,GALAXY
22198,GALAXY
58953,STAR
86102,GALAXY
61236,QSO
74231,GALAXY
85305,GALAXY
24238,QSO
6607,GALAXY
7059,STAR
48833,GALAXY
87025,GALAXY
1478,GALAXY
67397,STAR
82089,GALAXY
16802,STAR
28560,STAR
52338,GALAXY
34309,QSO
42183,GALAXY
40936,GALAXY
48802,GALAXY
2001,GALAXY
87695,GALAXY
13576,STAR
60857,QSO
78771,STAR
59772,GALAXY
12034,QSO
74811,QSO
88713,GALAXY
45507,GALAXY
67274,STAR
58810,GALAXY
39982,QSO
94602,GALAXY
73067,GALAXY
77266,STAR
90385,STAR
31436,STAR
3262,GALAXY
91758,GALAXY
13103,QSO
24057,GALAXY
91172,QSO
20761,GALAXY
61492,GALAXY
65025,GALAXY
33563,GALAXY
25970,STAR
33686,GALAXY
56524,GALAXY
56483,GALAXY
36165,GALAXY
90590,GALAXY
17644,GALAXY
27266,GALAXY
99690,GALAXY
70007,GALAXY
15540,QSO
40676,QSO
49636,STAR
64869,STAR
23309,STAR
74593,GALAXY
55759,GALAXY
38834,GALAXY
71018,GALAXY
64702,STAR
92180,QSO
2420,QSO
81903,QSO
98292,GALAXY
50375,GALAXY
13539,GALAXY
53808,GALAXY
6151,GALAXY
4592,STAR
93057,GALAXY
82370,GALAXY
50121,STAR
94549,GALAXY
61520,GALAXY
52171,GALAXY
97422,STAR
3080,GALAXY
19536,STAR
62704,GALAXY
93221,GALAXY
42115,GALAXY
45308,STAR
13613,GALAXY
940,GALAXY
34797,QSO
74193,GALAXY
9862,QSO
15568,GALAXY
89861,QSO
60444,GALAXY
40573,GALAXY
80077,STAR
87071,STAR
20379,GALAXY
14857,QSO
41491,STAR
36677,GALAXY
15468,QSO
34732,GALAXY
5419,GALAXY
23647,STAR
7959,GALAXY
45987,QSO
37520,GALAXY
14430,STAR
71713,GALAXY
64914,GALAXY
9938,GALAXY
71736,GALAXY
64477,GALAXY
61997,GALAXY
27242,GALAXY
943,GALAXY
49857,STAR
64419,GALAXY
91692,GALAXY
18365,GALAXY
80957,STAR
39495,STAR
73967,GALAXY
85776,GALAXY
74110,STAR
8411,GALAXY
29574,GALAXY
50348,GALAXY
20809,GALAXY
67685,QSO
46653,GALAXY
97438,GALAXY
5574,GALAXY
83485,GALAXY
71202,GALAXY
83364,GALAXY
21827,STAR
81634,GALAXY
92564,GALAXY
98580,GALAXY
59007,GALAXY
24448,QSO
15096,GALAXY
96651,GALAXY
14736,STAR
73947,STAR
48401,GALAXY
61006,STAR
44788,STAR
43891,STAR
11473,QSO
66256,QSO
75726,STAR
28198,STAR
64724,STAR
4124,QSO
76263,GALAXY
81623,QSO
69372,GALAXY
24135,GALAXY
19320,STAR
63605,GALAXY
4485,STAR
63826,GALAXY
90760,STAR
91235,GALAXY
80633,QSO
16356,STAR
51219,GALAXY
73486,GALAXY
52144,QSO
94445,STAR
4685,GALAXY
16078,GALAXY
83950,STAR
29060,STAR
95046,GALAXY
56333,GALAXY
97614,GALAXY
44906,GALAXY
53788,STAR
89950,QSO
43080,STAR
79033,GALAXY
32326,GALAXY
56257,STAR
39604,GALAXY
94390,QSO
80451,STAR
90721,GALAXY
10596,GALAXY
72274,QSO
76285,GALAXY
23126,STAR
68584,QSO
26514,GALAXY
46780,STAR
31239,STAR
88273,GALAXY
87754,GALAXY
51878,STAR
32890,GALAXY
38798,GALAXY
23521,GALAXY
31653,GALAXY
68711,QSO
26095,GALAXY
22439,QSO
22839,QSO
45180,QSO
27484,QSO
76210,STAR
81520,GALAXY
70302,GALAXY
49542,GALAXY
55197,STAR
84797,GALAXY
63083,GALAXY
92653,QSO
77971,QSO
91501,GALAXY
21828,GALAXY
56253,QSO
44516,STAR
62445,GALAXY
61799,GALAXY
65775,STAR
20514,STAR
37610,GALAXY
4318,GALAXY
78868,STAR
90617,GALAXY
1339,GALAXY
30830,QSO
69546,QSO
39471,GALAXY
80360,GALAXY
7458,GALAXY
74930,QSO
73473,GALAXY
70072,QSO
91895,GALAXY
61824,QSO
4312,STAR
97779,GALAXY
12284,STAR
50641,QSO
45221,STAR
51635,GALAXY
42756,STAR
49627,STAR
50210,STAR
5725,GALAXY
8182,GALAXY
70502,GALAXY
97294,GALAXY
1836,GALAXY
23820,STAR
85025,QSO
88124,GALAXY
74503,QSO
97053,GALAXY
354,GALAXY
47736,GALAXY
40408,GALAXY
69950,STAR
25465,GALAXY
75686,STAR
34290,STAR
24382,QSO
34670,STAR
3017,GALAXY
67293,STAR
36368,STAR
44752,STAR
2962,STAR
21100,GALAXY
80343,STAR
49364,QSO
12993,STAR
15929,GALAXY
8472,STAR
85594,STAR
74543,GALAXY
81425,STAR
20415,GALAXY
40946,STAR
14092,GALAXY
47129,GALAXY
99534,GALAXY
83938,GALAXY
54495,QSO
32401,GALAXY
13107,STAR
83666,GALAXY
33223,GALAXY
73964,GALAXY
96462,GALAXY
41624,STAR
29736,QSO
55444,GALAXY
98827,GALAXY
16884,GALAXY
36567,STAR
51122,GALAXY
66888,GALAXY
83848,STAR
75789,GALAXY
21891,GALAXY
49766,GALAXY
7165,QSO
83596,QSO
50097,QSO
28227,GALAXY
40330,STAR
25748,STAR
68571,GALAXY
92538,GALAXY
39928,GALAXY
22033,QSO
79513,QSO
28332,STAR
42755,STAR
34694,QSO
22819,STAR
92449,GALAXY
51967,STAR
3903,GALAXY
45777,STAR
57044,GALAXY
25277,QSO
92279,GALAXY
72340,GALAXY
99072,GALAXY
99484,GALAXY
85695,STAR
66447,QSO
62505,GALAXY
19661,GALAXY
71973,GALAXY
68842,GALAXY
80709,GALAXY
40358,GALAXY
24984,GALAXY
50496,QSO
16173,GALAXY
6804,GALAXY
19690,GALAXY
21530,QSO
64044,GALAXY
875,QSO
99737,GALAXY
48377,STAR
97935,QSO
30233,GALAXY
76376,GALAXY
1774,STAR
38693,GALAXY
52505,GALAXY
1805,STAR
7085,GALAXY
85687,STAR
87529,QSO
44012,GALAXY
25783,QSO
92069,GALAXY
63005,QSO
19351,GALAXY
77290,QSO
61396,STAR
93156,GALAXY
56440,STAR
73657,QSO
61882,QSO
63851,GALAXY
58867,GALAXY
52288,GALAXY
69926,GALAXY
62699,GALAXY
78643,STAR
56587,STAR
43321,GALAXY
80292,GALAXY
45787,GALAXY
15257,QSO
51058,GALAXY
33217,GALAXY
3468,GALAXY
88408,QSO
32455,GALAXY
58344,GALAXY
94160,GALAXY
51123,GALAXY
24219,GALAXY
45219,GALAXY
765,GALAXY
51963,GALAXY
15323,GALAXY
35247,GALAXY
14363,QSO
41359,GALAXY
22356,QSO
49999,GALAXY
88153,GALAXY
98042,STAR
94265,GALAXY
51304,GALAXY
88441,GALAXY
77049,GALAXY
61451,GALAXY
56590,STAR
9035,GALAXY
54612,GALAXY
54497,GALAXY
61267,GALAXY
25045,GALAXY
54176,GALAXY
2582,GALAXY
91492,GALAXY
57472,GALAXY
71597,GALAXY
88984,QSO
79035,STAR
65957,QSO
63133,GALAXY
76305,GALAXY
78834,GALAXY
30421,GALAXY
38288,GALAXY
84563,GALAXY
75248,STAR
43249,STAR
2182,GALAXY
12244,QSO
38510,GALAXY
12220,STAR
98130,GALAXY
72863,GALAXY
8005,GALAXY
20682,QSO
57424,GALAXY
1347,GALAXY
52382,QSO
21635,QSO
83333,STAR
33368,GALAXY
92545,QSO
94396,GALAXY
93102,QSO
97718,STAR
37713,GALAXY
81261,GALAXY
64025,QSO
8076,GALAXY
7434,GALAXY
14620,QSO
54215,QSO
41296,QSO
75781,QSO
27561,GALAXY
17431,QSO
86746,STAR
83216,STAR
70092,QSO
87225,GALAXY
51950,QSO
10863,QSO
24584,GALAXY
67985,GALAXY
8636,GALAXY
74150,GALAXY
54742,GALAXY
95467,GALAXY
3742,QSO
11450,QSO
72386,QSO
57288,STAR
88184,GALAXY
60681,STAR
94144,GALAXY
14422,STAR
47801,GALAXY
49759,QSO
54116,QSO
22458,STAR
42634,STAR
2841,GALAXY
66928,QSO
52526,GALAXY
13340,STAR
45607,GALAXY
96052,GALAXY
37244,STAR
17438,GALAXY
18786,GALAXY
95809,GALAXY
88002,GALAXY
58281,GALAXY
44297,STAR
57078,QSO
29951,GALAXY
17857,GALAXY
43183,QSO
9558,STAR
82523,STAR
59553,QSO
31941,QSO
99892,GALAXY
9382,GALAXY
68242,QSO
45588,QSO
48686,GALAXY
62728,GALAXY
80748,QSO
59118,GALAXY
84548,GALAXY
61810,STAR
34146,STAR
12171,STAR
54829,STAR
93959,STAR
81984,GALAXY
35897,STAR
27,GALAXY
86632,GALAXY
47171,GALAXY
32022,GALAXY
73357,GALAXY
89643,STAR
71488,GALAXY
96938,GALAXY
59931,QSO
87870,STAR
36522,GALAXY
31782,STAR
82462,QSO
34232,STAR
45784,GALAXY
6820,STAR
73178,STAR
19172,GALAXY
92835,GALAXY
7319,GALAXY
16138,GALAXY
8713,QSO
79872,GALAXY
16971,QSO
84940,GALAXY
27354,GALAXY
44893,GALAXY
21107,GALAXY
75177,STAR
70368,GALAXY
91900,GALAXY
3671,QSO
82068,STAR
63674,GALAXY
58020,STAR
29913,GALAXY
50825,GALAXY
76922,GALAXY
4693,GALAXY
65090,GALAXY
42428,GALAXY
3551,QSO
44080,GALAXY
39901,GALAXY
39283,GALAXY
38446,GALAXY
76444,GALAXY
17055,GALAXY
50568,GALAXY
14899,GALAXY
72487,GALAXY
23149,STAR
2597,QSO
34026,STAR
66042,STAR
2794,GALAXY
70364,GALAXY
70558,GALAXY
90336,GALAXY
74858,GALAXY
5443,STAR
8558,GALAXY
13966,STAR
5758,STAR
88011,GALAXY
38700,GALAXY
40622,GALAXY
80410,STAR
20219,GALAXY
74710,GALAXY
12362,STAR
62667,GALAXY
17391,GALAXY
8416,GALAXY
95304,GALAXY
30022,GALAXY
35868,STAR
52043,QSO
95030,GALAXY
58379,GALAXY
60217,GALAXY
63718,QSO
48561,GALAXY
63266,GALAXY
84587,STAR
63440,GALAXY
73957,STAR
56886,GALAXY
76242,STAR
59831,STAR
3403,GALAXY
74435,STAR
75159,STAR
76451,GALAXY
18730,GALAXY
5430,GALAXY
28648,GALAXY
16412,STAR
72480,GALAXY
48225,GALAXY
84586,GALAXY
27554,GALAXY
42402,GALAXY
82921,STAR
47634,GALAXY
74045,GALAXY
97400,GALAXY
89379,GALAXY
8427,GALAXY
40612,GALAXY
96017,GALAXY
97715,GALAXY
7159,GALAXY
77899,QSO
47597,GALAXY
68806,GALAXY
81182,STAR
57439,GALAXY
24048,STAR
66941,GALAXY
99458,STAR
10149,QSO
57782,STAR
4919,GALAXY
78482,GALAXY
33656,GALAXY
76608,GALAXY
44134,GALAXY
38484,STAR
34479,QSO
89628,QSO
5918,STAR
50955,GALAXY
31094,GALAXY
25031,GALAXY
69415,GALAXY
96896,GALAXY
23787,GALAXY
28754,QSO
66408,GALAXY
80503,GALAXY
12870,GALAXY
5490,GALAXY
48567,GALAXY
21717,STAR
79446,GALAXY
56863,STAR
94044,GALAXY
53540,GALAXY
87265,STAR
17054,QSO
23499,GALAXY
92353,GALAXY
21232,STAR
93290,QSO
21924,GALAXY
60293,GALAXY
17754,GALAXY
41855,GALAXY
96267,QSO
78744,GALAXY
40354,GALAXY
65726,GALAXY
64695,GALAXY
52738,GALAXY
15321,GALAXY
11233,STAR
42735,STAR
142,GALAXY
71020,STAR
25742,STAR
49414,QSO
19310,QSO
12998,STAR
69496,STAR
67237,QSO
19880,STAR
23873,STAR
6058,QSO
37057,GALAXY
13106,STAR
31993,GALAXY
73134,GALAXY
5364,QSO
11110,GALAXY
29663,QSO
94833,GALAXY
28863,GALAXY
64958,GALAXY
53767,STAR
41831,GALAXY
76124,STAR
40898,QSO
94716,GALAXY
9641,STAR
70931,QSO
17621,GALAXY
40812,GALAXY
71542,STAR
68423,QSO
2222,GALAXY
59372,GALAXY
52366,QSO
37885,STAR
52778,GALAXY
76549,STAR
54271,STAR
62308,GALAXY
10355,QSO
48601,QSO
96765,STAR
55642,GALAXY
15926,QSO
84077,GALAXY
89274,GALAXY
47439,GALAXY
80798,QSO
16871,GALAXY
5851,STAR
91828,GALAXY
93797,QSO
90195,GALAXY
35350,GALAXY
85960,GALAXY
87947,QSO
86110,GALAXY
76250,QSO
91783,QSO
44667,STAR
41594,QSO
8483,GALAXY
71305,STAR
31326,QSO
23187,GALAXY
69258,STAR
93402,GALAXY
38471,GALAXY
10778,QSO
92566,GALAXY
17016,QSO
53332,GALAXY
98841,GALAXY
95200,GALAXY
51811,QSO
33918,GALAXY
31065,GALAXY
28075,GALAXY
90521,GALAXY
24050,GALAXY
19178,GALAXY
75173,GALAXY
25411,GALAXY
56725,GALAXY
26621,STAR
80773,STAR
81226,GALAXY
3989,GALAXY
84166,GALAXY
28898,GALAXY
63447,GALAXY
64030,GALAXY
82069,QSO
12777,QSO
82810,QSO
6960,GALAXY
50297,GALAXY
24465,GALAXY
89404,GALAXY
17926,QSO
64017,GALAXY
45448,GALAXY
27455,GALAXY
44307,GALAXY
83607,QSO
83378,STAR
83914,STAR
3036,QSO
72574,GALAXY
452,QSO
49743,QSO
10389,STAR
7162,GALAXY
96038,STAR
72465,GALAXY
7835,GALAXY
37513,GALAXY
97623,GALAXY
22373,QSO
1831,GALAXY
58323,GALAXY
43915,GALAXY
93187,STAR
72058,STAR
80153,QSO
97817,GALAXY
24729,GALAXY
98215,GALAXY
31669,QSO
89181,GALAXY
94880,GALAXY
57362,GALAXY
94016,GALAXY
65375,GALAXY
95504,QSO
2032,QSO
48129,QSO
87776,GALAXY
97062,GALAXY
32151,GALAXY
38645,GALAXY
88182,GALAXY
49084,QSO
75969,GALAXY
26165,GALAXY
15809,QSO
89697,GALAXY
34158,STAR
7244,STAR
49044,GALAXY
99222,GALAXY
93225,QSO
55122,STAR
58760,GALAXY
34661,QSO
76798,QSO
10701,GALAXY
44404,QSO
62161,GALAXY
72104,GALAXY
30016,QSO
72182,QSO
79051,QSO
39633,GALAXY
44426,QSO
40517,GALAXY
52599,GALAXY
44762,GALAXY
70284,GALAXY
38241,QSO
45168,STAR
39573,GALAXY
72354,GALAXY
88532,GALAXY
46617,GALAXY
22706,GALAXY
41510,STAR
91327,GALAXY
41411,GALAXY
66286,STAR
20610,STAR
70412,GALAXY
95024,GALAXY
16961,GALAXY
86457,STAR
20230,GALAXY
23313,STAR
21824,GALAXY
76405,QSO
38843,GALAXY
89911,STAR
15320,GALAXY
35395,STAR
67464,STAR
55974,STAR
8579,GALAXY
35316,GALAXY
74265,GALAXY
32203,GALAXY
54178,GALAXY
524,GALAXY
94230,GALAXY
10010,QSO
99478,STAR
72981,STAR
89102,STAR
95641,GALAXY
4778,GALAXY
49018,GALAXY
61769,GALAXY
19329,QSO
43278,GALAXY
17170,STAR
62258,QSO
44597,GALAXY
33136,GALAXY
2028,STAR
1594,GALAXY
8281,GALAXY
60451,QSO
13790,STAR
63224,GALAXY
20671,STAR
73470,GALAXY
89130,GALAXY
7483,GALAXY
34092,GALAXY
89087,GALAXY
24137,STAR
78341,GALAXY
207,QSO
71210,GALAXY
14272,QSO
55412,GALAXY
28130,GALAXY
16251,QSO
9040,GALAXY
12016,GALAXY
75365,GALAXY
32006,GALAXY
3593,GALAXY
67839,QSO
59632,GALAXY
47709,STAR
57067,STAR
98128,GALAXY
53088,GALAXY
27050,GALAXY
18464,GALAXY
70175,QSO
82984,GALAXY
59791,GALAXY
15967,GALAXY
25837,QSO
76808,GALAXY
38959,GALAXY
87509,STAR
96058,STAR
84750,STAR
48820,GALAXY
66922,GALAXY
55705,GALAXY
77032,QSO
35788,GALAXY
36644,STAR
39969,GALAXY
69335,STAR
67969,GALAXY
80692,GALAXY
96502,GALAXY
53004,STAR
2709,GALAXY
15343,GALAXY
77528,QSO
12216,GALAXY
81241,STAR
67171,GALAXY
24707,STAR
92382,QSO
70712,GALAXY
