u,g,r,i,z,redshift
19.25958,18.25898,17.78684,17.38661,17.24149,0.1048141
20.22068,18.76461,17.8321,17.35049,17.103,0.1728631
20.26187,18.63275,17.77775,17.2979,16.99384,0.09662253
25.10086,21.15681,19.45582,18.68429,18.35698,0.4363127
21.34995,19.05573,17.82252,17.35898,16.95559,0.1733914
22.6353,22.72935,21.23699,20.14039,19.81498,0.6271784
19.80315,19.70928,19.46984,19.46155,19.21035,1.025941
19.87276,18.07947,17.14758,16.75402,16.48273,0.144423
25.27254,22.8111,21.15223,19.83006,19.293,-3.516559e-05
24.45668,23.3527,22.44535,20.57917,19.76528,-0.001926588
25.46859,22.32553,21.96812,21.72581,21.29979,-0.000790788
22.96698,20.0792,18.52669,17.53392,16.9569,-7.189297e-06
21.70602,21.433,21.5127,21.08998,21.06477,1.630328
21.24638,20.93437,20.82179,20.85101,20.26215,2.354395
17.28357,16.18619,15.89234,15.81744,15.83018,-0.0002699558
20.38727,20.007,19.83145,19.81753,20.03468,0.0002345402
23.71798,21.37973,19.81288,18.66505,18.11622,0.6256281
25.80828,21.98589,20.44327,19.42148,18.84546,0.6257485
17.9478,18.42453,18.97082,19.34102,19.58511,-0.0003240568
22.91075,22.04386,20.26645,19.36333,18.71865,0.4936217
21.88882,19.84203,20.09278,19.71622,19.19282,2.664824
20.86341,19.99716,19.92472,19.9925,19.69605,2.75666
22.11925,22.61271,22.09068,21.7733,21.32413,0.7286327
20.50537,20.60349,20.10401,20.08184,20.22179,1.264606
20.02195,17.94174,17.07402,16.76195,16.58345,0.0001669365
17.72364,16.70494,16.34818,16.20878,16.15371,-5.523206e-05
17.94138,17.00127,16.62988,16.40558,16.19423,0.03267521
25.30422,22.77629,22.63325,21.83318,21.3524,1.157966
22.15943,21.9219,21.41218,21.4092,21.02636,1.30892
20.18568,18.5557,17.6835,17.1638,16.84418,0.07689459
19.74255,17.99201,17.20824,16.83288,16.59518,0.162616
20.69619,20.10048,20.09481,20.08497,19.87337,2.27891
21.8706,21.2251,21.13222,21.27902,22.28669,-0.0002800595
18.86961,17.3311,16.74955,16.56429,16.48159,0.0001523811
25.79711,22.02552,20.35647,19.38289,18.90592,0.5207759
19.30523,17.3637,16.48622,16.08353,15.7427,0.0627525
19.8908,18.86616,18.33127,17.96703,17.84073,0.1365574
21.30759,20.34747,20.02437,19.87312,19.8138,0.0002583532
19.62716,17.55354,16.57008,16.1019,15.75875,0.0677683
23.18442,21.9671,20.7066,19.84034,19.33784,0.5534234
21.56837,21.34964,21.0087,21.10816,20.95574,1.278152
23.64216,22.16805,21.66629,21.15757,20.49044,0.8452155
21.96143,19.50666,18.35035,17.88425,17.5932,-0.0002406902
19.53217,17.81237,16.80996,16.35108,16.06776,0.1667742
22.83269,21.99298,21.45172,21.23824,22.07146,0.1766932
23.66493,22.00406,20.59532,19.63764,19.28908,0.4674187
25.84513,21.99195,20.22571,19.13823,18.76617,0.5603566
22.15991,20.69166,19.03997,18.45956,18.03755,0.3506168
20.16179,19.95518,19.84355,19.74081,19.62999,2.01387
23.89204,22.71284,21.21638,20.03538,19.33082,-0.000103402
22.71745,22.91886,21.26725,20.26421,19.66174,0.0002656931
23.69678,22.82234,21.79557,20.646,19.88027,0.5795787
26.43087,21.88059,21.70584,21.71008,21.6991,2.992297
21.29815,20.92855,20.59646,20.65301,20.68051,1.08698
22.34909,22.62697,20.58077,19.65126,19.3255,0.481942
21.85802,21.95927,21.6562,21.61553,21.71421,0.0442231
24.3559,23.96662,21.92018,20.68535,19.8928,0.8835193
26.24174,22.73215,21.2124,19.90026,19.3811,0.5628269
22.60072,20.0008,18.33612,17.66211,17.21531,0.2729241
19.62558,18.53172,18.67627,18.60718,18.63527,-0.0007614617
20.70339,20.74799,20.63098,20.57669,20.53384,0.9066702
24.40278,22.45668,21.82517,21.57947,21.59149,0.6216242
21.37603,20.86489,20.59767,20.27859,20.19613,1.835404
23.17769,21.90859,24.23627,22.31942,22.89173,0.02554179
24.58794,23.66748,21.58139,20.58887,19.83352,0.6556876
20.82065,19.77847,19.29367,19.11555,19.0511,0.0002681841
23.62446,22.11556,21.96347,21.62657,21.26063,2.669367
24.77315,21.6699,19.69159,19.00483,18.45429,0.4101534
22.44182,21.55581,19.42142,18.65181,18.13502,0.3636104
26.32258,22.79362,21.32,20.19841,19.49736,0.6175063
25.12941,22.72432,22.43137,22.87687,21.88134,0.0
20.65706,20.31677,20.25219,20.30077,20.16157,0.8761742
18.72689,17.63683,17.14432,16.95468,16.85622,-0.000183705
25.2951,24.95458,21.99764,20.9415,19.93281,0.7185187
23.92527,21.96707,20.45066,19.50448,18.94157,0.5147347
22.63632,22.39639,21.6348,20.75653,20.12702,0.795137
20.64293,19.26147,18.73342,18.51198,18.4839,-0.0004055565
24.1167,24.75274,21.60766,20.5304,19.88806,0.692415
22.07856,21.36477,21.38795,21.37835,21.68358,1.078968
25.08267,21.18885,19.45848,18.64519,18.17013,0.4747786
25.21287,23.27651,21.35102,20.19341,19.40155,0.8232086
17.86599,16.75257,16.25668,16.14814,15.97603,-0.000217439
20.06544,20.00492,20.05735,19.72122,19.78625,1.718675
19.8745,18.09032,16.84483,16.3232,15.94867,0.1658337
24.56076,24.69512,21.88185,20.49807,19.74058,0.6976209
24.63465,22.04361,19.67845,19.30261,22.82689,-0.000108342
23.09662,21.588,21.04437,20.19007,19.77556,0.7027805
22.9059,22.10917,20.53021,19.21489,18.87223,0.6601324
21.45894,20.81409,20.62889,20.63621,20.32965,-0.0004867714
19.5679,18.52495,17.80184,17.40439,17.20851,0.2034727
21.89889,21.93462,21.74051,21.50444,21.14284,1.949017
22.15985,21.23069,20.80999,20.53228,20.0401,2.273322
25.35004,18.70602,17.55309,16.96106,16.54374,0.1437475
24.62661,22.47738,21.79397,20.45365,19.96396,0.6907349
20.97527,19.09367,18.09662,17.53637,17.05973,0.1154089
19.45935,18.09396,17.55889,17.41153,16.94835,0.07644454
20.51648,17.9423,16.96209,16.6176,16.41508,0.0002879568
23.05378,21.51193,19.62962,18.60663,18.28319,0.4741372
19.77834,19.20415,19.29487,19.13121,18.93431,2.354979
21.06156,18.75232,17.55448,17.03647,16.56252,0.107314
22.41121,20.80726,20.57313,20.40478,20.44468,-0.0005180359
18.13916,16.56661,15.88985,15.62574,15.47825,-0.0004898375
23.99923,21.35978,19.5425,18.69032,18.2876,0.4570268
25.28818,22.15193,20.81425,19.87149,19.18057,0.4806727
23.62063,21.97244,20.47726,19.36294,18.89888,0.526999
21.85235,22.04984,21.45333,21.54753,21.53502,1.357305
18.44948,16.88321,16.24257,16.02034,15.91734,-8.471293e-05
22.41446,20.11085,18.50759,17.92574,17.52542,0.3002212
22.08521,22.16896,21.93471,21.71874,21.72311,1.505696
18.61267,16.97504,16.34918,16.12465,16.01578,8.895584e-05
25.68195,21.81257,20.18494,19.08398,18.33996,4.157781e-05
25.91699,23.15072,21.19572,19.98559,19.55792,0.6196532
24.21653,23.25582,22.74287,21.91955,22.94394,0.9101648
20.71703,20.57823,20.12559,20.01736,19.98786,1.069579
22.17139,21.7852,19.80309,19.04046,18.53417,0.4375141
18.15502,17.00419,17.15747,17.30852,17.42393,0.0002054698
22.47371,21.34216,19.76122,19.14908,18.67326,0.3108914
22.45391,22.69549,23.21997,22.86199,22.45523,1.214442
19.15907,17.93786,17.27717,16.9493,16.71456,0.03068626
18.29609,17.36784,17.03413,16.89023,16.84301,-0.0007098639
22.59904,21.33652,19.68602,18.86019,18.34047,0.488812
22.6369,21.68059,20.20491,19.2834,18.80714,0.4558686
23.43533,22.41079,21.92916,21.01149,21.8651,0.9222184
19.04432,18.04523,17.65177,17.41241,17.23708,0.03090719
20.58126,19.70772,19.10996,18.85556,18.71221,0.2191622
27.04128,21.47937,19.76406,18.95993,18.57069,0.4294471
21.20149,20.00091,18.98369,18.56552,18.24285,0.2676778
25.02599,21.04062,19.23643,18.57617,18.15584,0.384242
21.31252,20.6582,20.54552,20.52161,20.20014,2.484291
26.35712,22.43815,20.82609,19.59491,19.08445,0.586643
22.99793,20.39674,18.77288,18.11359,17.60213,0.2219701
25.02197,22.00625,22.00045,21.90615,21.42251,2.987898
18.21793,16.88342,16.30418,15.99584,15.72126,0.07429379
23.72116,22.56067,20.81538,19.66766,19.05548,-0.0001558024
25.84459,22.03019,20.46485,19.29616,19.00459,0.6255999
24.21998,23.08216,21.35811,20.34942,19.66003,0.5616193
22.06816,21.78354,21.45948,21.2552,21.30469,1.156113
21.69007,21.0837,20.803,20.41135,20.18722,0.6758662
16.86641,15.52071,15.00572,14.81542,14.72735,0.0002189215
23.72051,23.21101,21.19941,19.86738,19.27868,0.6665187
21.55363,21.2373,21.02824,20.53061,20.5999,0.6414855
25.77016,23.00054,21.21939,20.19684,19.5071,0.5708145
21.56282,21.02051,20.90051,20.96936,21.25604,0.02468967
19.9349,18.2865,17.61738,17.36345,17.21507,-0.0001143014
18.22696,17.10744,16.74276,16.50521,16.42046,0.0603799
20.25704,18.40044,17.11345,16.6064,16.25886,0.1789834
23.84292,22.21544,20.37223,19.27707,18.83808,0.5624587
21.58559,20.8945,20.46224,19.87422,19.56097,0.5262879
19.21188,18.07827,17.7737,17.51021,17.38771,0.05494118
18.51473,17.59865,17.30821,17.21495,17.18873,-0.001512723
21.56215,21.43843,21.29997,21.08468,20.88148,2.064379
21.29851,21.04818,20.68341,20.54244,20.42633,1.919415
19.61695,18.44993,18.04788,17.88977,17.808,-0.0003053044
17.87704,16.30426,15.66905,15.4069,15.27084,-0.000703995
19.78967,17.87997,16.90002,16.4142,16.03147,0.07526574
25.91903,21.7065,19.9466,18.95973,18.51085,0.4965018
18.71618,17.47368,17.03369,16.79163,16.63002,0.03826349
21.2943,21.87251,21.97178,22.22846,21.58043,1.769791
20.2161,17.57245,16.14345,15.36055,14.93339,9.316782e-06
24.84882,21.89832,21.99191,21.95614,22.70639,2.804564
22.58715,21.9124,21.42904,20.7963,20.49197,1.889391
19.70039,18.62537,18.1083,17.90917,17.87215,-0.0007459992
19.89199,19.914,19.69147,19.73506,19.52101,1.03953
23.90832,22.71876,21.51959,20.50125,19.75121,0.5581176
23.27634,20.81496,19.0572,18.34359,17.93365,0.3635475
21.23643,20.62094,20.54531,20.49216,20.11705,0.797568
22.50659,20.9889,20.61814,20.20381,19.82862,2.753145
19.89314,17.8317,16.8105,16.35599,15.99727,0.1122994
19.03463,16.92546,15.89457,15.39688,15.00343,0.05797664
19.72189,18.31151,17.51463,17.08093,16.7588,0.07879388
21.78156,21.67647,21.37106,21.53943,20.90989,0.7416286
26.08789,21.94714,20.36865,19.28308,18.69592,0.5492951
21.21628,19.31637,18.47981,18.16133,17.97577,-0.000311227
24.63485,22.64398,21.67427,20.37426,19.00009,0.3309207
20.1305,18.22154,17.20333,16.74035,16.35542,0.1549525
25.44526,22.50395,20.8717,19.8218,19.40756,0.6285088
19.7613,18.34738,17.83706,17.65728,17.56384,-0.0003379104
25.21545,24.6465,21.83869,20.73015,19.56473,0.5745482
21.8476,19.95176,18.19197,17.54987,17.14478,0.3253465
19.79025,18.71635,18.25089,18.06625,17.98814,0.0005161044
26.83735,24.35237,22.02158,20.52299,19.77092,0.7744479
19.49254,17.63424,16.72449,16.27478,15.96656,0.136179
23.24596,20.45934,18.77503,18.1792,17.75048,0.323254
21.13212,21.27311,20.86953,20.58666,20.35764,1.171557
24.67887,20.86743,19.04974,18.42612,18.02694,0.3484689
23.12747,21.84552,20.17401,19.29331,18.836,0.4646699
23.1833,21.76858,19.9353,19.20188,18.71118,0.3670784
23.92736,20.36396,18.63706,17.9697,17.53775,0.3252977
22.53102,22.57587,21.28312,20.30837,20.39779,0.7946408
24.27075,22.87244,21.27278,20.16217,19.76686,0.5750284
25.70515,23.38685,20.9748,19.86956,19.2457,0.5334525
22.69494,21.93556,21.88609,21.69121,21.33181,2.273092
23.65613,21.90822,20.47435,19.51113,19.02062,0.5146055
19.84044,19.74737,19.7202,19.45297,19.44567,1.764219
24.31687,25.0896,21.73928,20.50026,19.57942,0.6630952
24.89221,21.98125,20.15536,19.10966,18.61897,0.5448154
21.50137,20.00717,18.37879,17.81149,17.42349,0.2970767
25.9103,20.67473,18.78258,18.12553,17.62525,0.3663508
19.71513,18.85467,18.60215,18.47138,18.43129,0.0001780006
20.21307,18.15695,16.81977,16.29671,15.89999,0.1915164
22.68305,22.13264,20.93278,20.07794,20.00357,0.5995302
22.22798,20.28052,18.8629,17.93207,17.40618,0.000201155
24.7976,22.97824,21.8197,21.5732,21.87444,1.100526
22.10501,21.13467,21.19336,21.30484,20.81773,0.869038
22.20453,20.96344,19.24087,18.56948,18.2255,0.3363864
22.43931,22.21096,21.79851,22.07842,22.24786,1.431804
25.33355,22.82046,21.75838,21.81503,21.13708,0.27368
19.9987,17.57835,16.2565,15.69511,15.41879,-0.0004360415
22.74006,22.09951,20.77943,19.7811,19.46898,0.5923209
21.68967,19.83534,19.60171,19.55429,19.42009,2.988171
18.38432,17.3749,17.02501,16.89146,16.82219,-0.000278675
22.3874,20.18027,18.63015,17.99173,17.59441,0.292646
18.16903,17.28463,17.02877,16.95145,16.90684,3.310226e-05
22.62598,22.27101,22.10297,21.48157,21.44546,0.8561508
21.43186,20.69432,20.79044,20.65877,20.23313,2.355823
20.26252,18.21129,17.18031,16.72407,16.41967,0.1176548
22.43623,20.40258,18.63481,18.56153,17.70245,1.16327e-05
27.52171,22.44066,20.49341,19.57031,19.12265,0.5102423
18.68517,17.34723,16.81034,16.62024,16.52471,-3.898583e-05
23.00178,22.74952,22.17985,21.92849,21.9896,0.7599894
20.53391,18.58205,17.62907,17.19141,16.85679,0.07669583
23.95177,20.87363,19.08162,18.38109,17.89553,0.351896
23.22015,22.94384,21.75651,20.44342,19.71309,0.7277153
24.62064,23.22051,21.32332,20.1174,19.80039,0.5917886
24.45772,21.89411,20.1348,19.11966,18.5525,0.5354477
19.08803,18.1344,17.8091,17.6663,17.60982,-0.0008114258
20.30017,19.26513,18.97504,18.88894,18.84892,0.0002182473
19.68803,17.28001,16.23243,15.82691,15.63178,0.0001018437
24.02836,22.87071,21.50277,20.48191,19.68853,0.6306853
22.82014,21.66862,20.22423,19.42268,18.83184,0.4373336
22.68944,19.715,18.2751,17.3716,16.89559,3.922556e-05
26.70029,25.2859,21.40965,20.29418,19.44618,0.7782923
22.04292,22.9099,21.94889,20.72477,19.64294,0.1940711
22.69071,22.05671,21.51284,21.02119,20.80108,0.8811754
20.57965,19.51128,19.1896,19.07129,18.99856,0.0001225708
26.22935,23.47639,22.0936,20.83276,19.84623,0.6902885
20.1038,19.14265,18.84317,18.71669,18.65357,-0.0007404479
23.33955,21.29442,19.42312,18.66451,18.3493,0.4595573
22.37163,21.06812,19.20133,18.49461,18.05714,0.3961534
24.06947,22.29369,21.45671,21.224,20.9406,3.491666
23.40242,22.22539,20.32636,19.43914,19.03979,0.543014
20.06396,18.65245,17.76216,17.3081,16.99377,0.1607773
23.86511,23.59884,21.44389,20.30888,19.51381,0.6559722
22.63161,23.72249,20.81564,19.58761,19.08018,0.6446678
20.53837,20.48846,20.1858,20.22277,20.12324,1.127012
21.34538,18.93185,17.71209,17.18056,16.70065,0.1407854
21.35097,21.16947,20.9614,20.70175,20.34993,1.585855
23.24339,22.52241,20.68224,19.64149,19.23473,0.5441694
14.26381,12.03599,11.64166,11.51527,12.55128,0.0001579277
19.92118,18.02423,17.15848,16.75709,16.45313,0.06435413
20.85916,20.61781,20.6289,20.29618,20.27548,1.725743
23.70095,22.37168,21.33746,19.97818,19.33381,0.8196501
23.59711,21.8139,20.26896,19.35664,18.86923,0.5032687
25.61457,22.89469,20.63892,19.66885,19.28822,0.4697579
22.25478,21.08151,20.62014,20.42126,20.46836,-0.001126428
24.47015,24.04198,22.13415,21.73698,22.32124,0.8552483
22.3879,20.88872,19.14558,18.3654,17.90079,0.4552241
21.5841,21.42212,20.66712,20.088,19.38313,0.958323
22.86838,21.70371,20.29219,19.45153,19.10851,0.500343
21.39548,20.8238,20.76451,20.63394,20.37606,2.2856
20.07325,19.65105,19.60046,19.6482,19.68395,0.9119806
23.06539,21.58291,20.72171,20.0058,20.00058,0.6754369
24.98989,21.12408,20.50558,20.23131,20.17981,-0.0004974187
17.43448,15.83503,14.99226,14.54844,14.2035,0.03264063
23.57146,22.29927,21.74007,21.55908,21.0481,0.484066
26.58253,22.56502,20.66484,19.5032,19.07033,0.5771235
22.04727,21.25819,20.28731,19.51025,19.04686,0.5549575
25.66667,23.82189,22.12307,20.71385,19.80588,0.7587956
25.15739,21.59209,20.25137,19.2779,18.7318,-5.045178e-05
23.68242,20.79081,19.1354,18.41281,18.00313,0.4451027
20.05391,18.73035,18.15567,17.88043,17.77803,0.0005572921
21.9542,21.32208,21.31974,21.25102,20.90254,2.107451
22.16306,19.93894,18.19747,17.55887,17.21565,0.3113224
22.34581,22.91529,20.84057,19.61483,19.26633,0.5593336
19.86884,19.48019,19.25661,19.02583,18.88938,0.6780998
22.11431,21.78424,21.31968,21.00413,20.88576,1.487823
24.81943,23.75812,21.3926,20.20956,19.16406,0.8656576
24.54289,22.521,22.01597,21.22265,20.68895,0.8001984
25.40901,22.97455,21.55506,20.83229,20.62016,0.9485942
17.70671,16.48556,16.03044,15.872,15.81889,-0.0005101803
19.50506,19.4935,19.53021,19.22768,19.12781,1.873975
24.151,22.3044,20.70144,19.49925,18.90807,0.6698021
18.81777,17.64404,17.38511,17.30203,17.27099,7.307913e-05
19.51487,18.50535,17.9538,17.5975,17.45721,0.1785108
21.98783,21.69567,21.56971,21.46973,20.97115,1.45103
22.18223,22.29256,22.04992,21.9473,21.27517,1.894753
21.76922,21.00901,20.1523,19.34138,19.07861,0.6352991
19.46834,19.29614,19.23451,18.97674,18.88885,1.736485
25.13375,23.21428,21.55109,20.54543,19.80624,0.6361594
20.78423,18.97248,17.7323,17.22648,16.91294,0.1974856
22.50834,22.28197,21.83881,21.41386,21.1317,0.9457858
19.71084,18.23188,17.52523,17.06433,16.72231,0.1052614
19.92205,18.20181,17.32312,16.86685,16.53558,0.06888737
18.32263,17.33967,16.94875,16.82044,16.77237,-0.0004257863
21.24441,18.89095,17.94153,17.58245,17.36765,-0.0001661511
22.2267,19.8689,18.25664,17.65783,17.24771,0.2940549
25.00279,22.44443,20.58181,19.67735,19.30154,0.4956437
20.84268,19.6257,18.64035,18.06281,17.78645,0.1845138
21.68505,21.59986,21.46122,21.00433,20.72625,1.985496
22.16287,20.92546,18.97969,18.30211,17.91304,0.4146507
22.14717,22.35344,20.75751,19.86109,19.39005,0.4841028
24.221,20.66864,18.36284,16.91088,15.84169,-7.32796e-05
19.67937,19.37006,19.30552,19.06635,19.03702,1.646732
18.00935,17.03382,16.72556,16.60285,16.55209,-0.000572921
21.41373,19.42179,17.87736,17.32835,16.96808,0.2796679
24.63091,22.37086,21.11634,20.0844,19.54357,0.7092198
21.58001,19.26075,17.75239,17.16871,16.80228,0.2487731
25.71024,21.95554,19.98104,19.12137,18.51446,0.4523254
19.17223,17.16897,16.18737,15.7485,15.3965,0.09680846
24.45308,21.41933,21.67387,20.55716,22.82691,-4.113164e-05
22.62499,22.58026,21.82083,21.39799,21.07845,0.6803709
20.14897,18.14543,17.23433,16.89845,16.72414,-3.815602e-05
19.78305,18.00451,17.18655,16.85678,16.66023,-4.054555e-06
18.8848,16.96515,15.90231,15.4618,15.07768,0.1193981
19.42314,18.38775,18.02744,17.7324,17.58204,0.09932373
23.7451,20.67053,19.19471,17.91983,17.22812,6.830591e-05
21.84729,21.87247,21.72118,21.4909,21.67242,1.555367
23.39605,22.82535,22.55029,21.72483,21.06927,0.637477
24.4207,22.06115,20.21202,19.32441,18.85966,0.4910066
21.63833,20.86231,19.81665,19.01485,18.66186,0.558809
23.79063,22.06732,20.39954,19.61303,19.21337,0.4642068
22.72672,22.20447,21.94799,21.0866,21.03163,0.8539699
19.53648,17.67908,16.82331,16.4442,16.20242,0.07216457
22.31016,21.86362,21.74308,21.48225,21.35401,1.156058
23.7804,20.9531,20.62721,21.07471,20.85783,3.057378
21.01575,20.56032,20.61897,20.53094,20.40093,2.255393
22.65318,22.16501,22.21008,22.13485,21.97994,2.59999
23.90512,23.10939,22.58814,21.66598,21.12062,0.9267741
22.18065,21.33575,21.17801,20.92163,20.46012,2.085878
24.78623,22.90602,21.47367,20.45663,19.7958,2.992351e-05
23.28529,22.36333,21.75548,21.01576,20.78737,0.6807668
21.98591,20.60999,20.50122,20.34854,20.03296,-0.0003407306
22.48767,21.68806,20.32686,19.50057,19.16233,0.5628304
20.80042,20.73759,20.79869,20.69575,20.57615,1.881871
19.25354,18.25517,17.70401,17.3469,17.1611,0.1394215
20.13543,18.88006,18.31537,17.90662,17.67744,0.100307
22.23224,22.94409,21.59758,20.41811,19.71192,0.618619
19.17612,19.10077,19.09784,19.01001,18.79825,2.096509
20.02147,17.98084,16.8963,16.43892,16.03386,0.130197
22.85624,21.03434,19.64871,18.85785,18.44054,0.000201901
16.47357,15.36717,15.01811,14.89204,14.87496,3.564742e-05
23.34356,21.79336,20.11856,19.32193,18.94619,0.4657404
18.03648,16.42646,15.75694,15.48697,15.34864,-0.0002515872
22.40894,22.11214,21.77289,21.04587,19.8953,0.0
25.54321,21.5367,21.35763,21.13042,21.22936,0.0003263397
23.39914,20.4967,18.78698,18.18743,17.87551,0.3359122
21.30416,20.99472,20.62005,20.6805,20.56001,1.050089
22.01711,21.51763,21.08752,20.68745,20.78118,1.706976
19.92557,18.66032,17.78168,17.32228,17.06235,0.2005991
22.92567,21.65787,20.03059,19.57382,19.39124,0.4178358
20.05653,19.63858,19.46335,19.55166,19.2514,0.7610205
24.53789,23.61334,21.84957,20.77617,19.88113,0.6333253
23.08599,21.38049,20.50813,20.1201,19.84985,0.0001407922
20.72657,19.64886,19.65565,19.70185,19.82572,-0.0001865705
24.61023,22.0277,20.65181,19.60961,19.12855,0.6164814
22.67104,21.82167,21.88943,21.40638,21.30488,1.641052
17.8341,16.88661,16.56108,16.42679,16.38729,0.0001776725
26.2434,22.67438,20.50876,19.52604,19.09689,0.5101241
22.59683,21.60192,21.32291,21.22657,20.63597,1.035549
23.73257,20.76536,18.96546,18.35251,18.01515,0.3417633
26.58408,20.25808,18.50514,17.89023,17.55941,0.3481499
20.64578,20.09296,19.94681,19.90287,20.07703,0.0003823451
19.58975,18.5976,18.20867,18.11177,18.05206,0.0003418439
22.38499,21.25559,20.89447,20.73712,20.55953,-0.0009638511
18.25147,16.98479,16.5289,16.63696,16.33264,8.025955e-05
18.2154,16.65046,15.79203,15.47518,15.24674,4.98075e-05
23.1891,22.24887,20.48786,19.60693,19.19795,0.4819107
20.07814,19.07965,18.60853,18.40419,18.31287,-5.468011e-05
17.25718,15.61786,14.84377,14.45048,14.11923,0.03096431
23.0128,20.65882,19.93587,19.59736,19.36941,-0.000331181
23.22752,21.91473,20.16849,19.19248,18.70892,0.5308368
25.85156,20.97292,19.22447,18.53459,18.20622,0.3808459
21.89204,20.20197,19.5078,19.13453,18.97137,-0.0002262489
21.88268,21.18897,20.72613,20.5201,20.51775,-0.000172458
23.43208,21.82131,20.00445,19.20318,18.7349,0.464454
23.82004,23.11984,22.10067,21.87465,21.25275,1.019055
22.28302,21.3785,21.33978,21.17351,21.2299,0.6232528
23.26167,20.82478,19.62722,19.17925,18.76321,0.1600243
22.71375,21.99036,20.77398,19.76261,19.20908,8.667909e-05
18.39402,18.18732,18.13045,18.00414,18.07559,1.6038
21.27681,18.80359,17.56322,16.97559,16.55432,0.1669774
21.90186,19.86914,18.95481,18.60397,18.3454,-0.0003960428
22.41443,22.0367,21.01074,20.19124,19.84746,0.6714926
22.93952,21.47584,19.57459,18.69259,18.23469,0.4657237
17.30957,17.21946,17.39183,17.34036,16.85835,0.3820041
20.75747,20.16915,20.0329,19.95261,19.99393,1.27071
20.77286,20.85135,20.64919,20.51331,20.42879,1.421481
19.28265,18.22354,17.71622,17.50587,17.44004,0.0001406306
25.97886,24.71083,22.57552,21.08458,19.89515,1.061109
21.20298,19.01739,17.75465,17.28885,16.90243,0.1793306
20.52088,18.02499,16.94538,16.55754,16.32983,-7.757288e-05
22.73092,21.75464,20.08188,19.14857,18.71328,0.5790421
22.65615,22.26626,21.74507,21.19824,20.73915,0.8248948
21.83288,21.72059,21.57555,21.3506,20.89058,1.910047
24.89859,22.0776,21.72325,21.44535,21.05523,0.0001137602
21.21936,20.77689,20.39277,20.19197,19.8786,2.057683
24.12721,22.42997,20.70644,18.97623,18.08813,-9.714138e-05
19.18146,18.86824,18.43555,17.74349,17.99014,0.1520209
18.29081,17.2322,16.79317,16.61848,16.55961,-0.001163703
21.62712,21.49533,21.21472,21.16341,20.75123,2.15015
25.28598,22.53674,20.63918,19.78639,19.38709,0.4242836
19.8291,19.01314,18.81101,18.7644,18.60535,2.720354
17.46865,16.0129,15.51268,15.35512,15.29878,4.540857e-05
25.58977,21.63253,19.88165,19.09718,18.64498,0.469063
23.16181,21.90894,21.66891,21.34169,21.00911,1.206191
22.56755,21.33899,24.80203,21.34621,21.17536,0.6684514
22.78773,19.95792,18.65924,18.13143,17.82156,-9.875931e-07
15.55821,14.35802,13.91166,13.74679,13.69824,5.442247e-05
22.93426,22.22889,20.60505,19.19542,18.6555,0.5949032
21.44339,21.4336,19.44424,18.33792,17.77191,0.5883643
16.44838,14.91677,14.40819,14.25876,14.22294,0.0001737585
21.77539,21.2705,21.18923,21.19218,21.54513,-0.0004019052
18.48121,16.98374,16.43727,16.2192,16.11931,0.0003353671
15.78661,13.86731,13.06276,12.67982,12.43503,0.01732405
16.17474,15.59182,15.41703,15.35907,15.34584,-5.449714e-05
25.60282,21.93081,21.57357,21.54705,21.90756,3.177877
19.82506,19.51995,19.46658,19.32671,19.51254,1.470284
25.519,22.20538,20.10958,19.10345,18.64843,0.5283154
23.96231,23.12277,21.1078,19.84726,19.44072,0.5953
24.43352,22.40407,21.20946,21.08001,22.60891,0.7166565
23.78085,22.15652,20.58186,19.69759,19.10495,0.5651872
22.18537,21.45992,20.03872,19.23161,18.84309,0.3633248
20.13472,18.37352,17.3847,16.91274,16.53403,0.1300045
21.18967,20.679,20.43017,19.9817,19.87793,0.597454
26.97862,22.07197,21.52746,20.47469,19.54811,0.7821329
22.71216,21.13649,19.05349,18.2379,17.87947,0.4090331
21.16806,20.69329,20.63257,20.38416,20.17386,0.6649867
21.10194,20.2976,19.92118,19.60158,19.65071,0.193221
25.64274,21.52252,20.87899,20.58203,20.31337,-9.624971e-05
21.06157,21.12193,20.7751,20.67309,20.57794,1.451029
21.82178,19.22585,17.90219,17.37845,17.04433,0.1944272
22.31557,21.23151,20.73187,20.48944,19.94837,0.8254355
19.37359,17.64703,16.82393,16.39705,16.03242,0.03662873
22.25608,21.59749,20.13283,19.15553,18.98367,0.5907154
19.36294,18.37061,18.10965,18.0155,17.96718,-0.0008403063
20.96193,19.69909,19.21425,19.01955,18.85028,0.0002316945
26.10627,22.50639,22.03634,21.07247,21.7259,0.9186814
22.4729,19.24228,17.49104,16.66388,16.19183,-2.440908e-05
19.60192,17.642,16.64319,16.23424,15.87523,0.1067871
18.02164,16.86546,16.39586,16.22861,16.15742,0.000242372
23.87422,22.124,20.20946,18.93089,18.18403,-0.0003270037
20.07946,17.84606,16.55926,16.03631,15.6783,0.1846667
18.57816,17.32386,16.87677,16.62457,16.57255,-0.0001075334
23.34191,20.84913,19.14006,18.41602,17.92945,0.323676
23.15212,21.02081,19.25077,18.56538,18.23825,0.4719021
19.39291,18.27337,17.65478,17.18484,17.04495,0.1792817
19.9437,18.50846,17.75651,17.34464,17.03641,0.08490392
19.23489,18.29625,17.99084,17.87656,17.88689,-0.0008092209
18.23034,17.0505,16.45811,16.09118,15.85046,0.1044226
